,META US Equity,META US Equity,META US Equity,META US Equity,META US Equity,META US Equity,META US Equity,META US Equity,META US Equity,META US Equity,META US Equity,GOOG US Equity,GOOG US Equity,GOOG US Equity,GOOG US Equity,GOOG US Equity,GOOG US Equity,GOOG US Equity,GOOG US Equity,GOOG US Equity,GOOG US Equity,GOOG US Equity,AMZN US Equity,AMZN US Equity,AMZN US Equity,AMZN US Equity,AMZN US Equity,AMZN US Equity,AMZN US Equity,AMZN US Equity,AMZN US Equity,AMZN US Equity,AMZN US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,SPX Index,SPX Index,SPX Index,SPX Index,SPX Index,SPX Index,SPX Index,SPX Index,SPX Index,SPX Index,SPX Index
,1,2,3,4,5,6,7,8,9,10,11,1,2,3,4,5,6,7,8,9,10,11,1,2,3,4,5,6,7,8,9,10,11,1,2,3,4,5,6,7,8,9,10,11,1,2,3,4,5,6,7,8,9,10,11,1,2,3,4,5,6,7,8,9,10,11
Dates,PX_OPEN,PX_OFFICIAL_CLOSE,PE_RATIO,EV_EBITDA_ADJUSTED,SALES_GROWTH,CUR_MKT_CAP,PX_VOLUME,FREE_CASH_FLOW_YIELD,PROF_MARGIN,EBITDA_TO_REVENUE,BEST_PX_SALES_RATIO,PX_OPEN,PX_OFFICIAL_CLOSE,PE_RATIO,EV_EBITDA_ADJUSTED,SALES_GROWTH,CUR_MKT_CAP,PX_VOLUME,FREE_CASH_FLOW_YIELD,PROF_MARGIN,EBITDA_TO_REVENUE,BEST_PX_SALES_RATIO,PX_OPEN,PX_OFFICIAL_CLOSE,PE_RATIO,EV_EBITDA_ADJUSTED,SALES_GROWTH,CUR_MKT_CAP,PX_VOLUME,FREE_CASH_FLOW_YIELD,PROF_MARGIN,EBITDA_TO_REVENUE,BEST_PX_SALES_RATIO,PX_OPEN,PX_OFFICIAL_CLOSE,PE_RATIO,EV_EBITDA_ADJUSTED,SALES_GROWTH,CUR_MKT_CAP,PX_VOLUME,FREE_CASH_FLOW_YIELD,PROF_MARGIN,EBITDA_TO_REVENUE,BEST_PX_SALES_RATIO,PX_OPEN,PX_OFFICIAL_CLOSE,PE_RATIO,EV_EBITDA_ADJUSTED,SALES_GROWTH,CUR_MKT_CAP,PX_VOLUME,FREE_CASH_FLOW_YIELD,PROF_MARGIN,EBITDA_TO_REVENUE,BEST_PX_SALES_RATIO,PX_OPEN,PX_OFFICIAL_CLOSE,PE_RATIO,EV_EBITDA_ADJUSTED,SALES_GROWTH,CUR_MKT_CAP,PX_VOLUME,FREE_CASH_FLOW_YIELD,PROF_MARGIN,EBITDA_TO_REVENUE,BEST_PX_SALES_RATIO
9/10/15,91.68,92.05,93.9286,35.671,38.9003,259355.0662,21185049,1.7257,17.6893,42.8501,#N/A N/A,30.988,31.289,#N/A N/A,#N/A N/A,11.1062,438311.3687,27470900,#N/A N/A,22.1752,34.1795,#N/A N/A,26.054,26.472,846.8947,30.6011,19.8811,247624.491,64557240,1.7805,0.3968,8.4882,#N/A N/A,98.57,97.51,219.4759,97.2175,22.7011,41379.61,17373920,-1.3147,1.6012,5.4974,#N/A N/A,16.509,16.683,#N/A N/A,1268.479,24.1278,32591.5874,35262660,-5.9989,-19.2913,-8.2514,#N/A N/A,1951.45,#N/A N/A,17.4176,#N/A N/A,#N/A N/A,17921374.95,599817894,5.47,8.65,#N/A N/A,1.7241
9/11/15,92.31,92.31,94.1939,35.671,38.9003,260087.6281,20127871,1.7209,17.6893,42.8501,#N/A N/A,31.285,31.162,#N/A N/A,#N/A N/A,11.1062,436482.2407,34045420,#N/A N/A,22.1752,34.1795,#N/A N/A,26.472,26.069,846.8947,30.6011,19.8811,243854.7467,62604820,1.808,0.3968,8.4882,#N/A N/A,96.84,95.69,215.3794,97.2175,22.7011,40607.2698,15545991,-1.3397,1.6012,5.4974,#N/A N/A,16.74,16.879,#N/A N/A,1268.479,24.1278,32975.7992,43362765,-5.929,-19.2913,-8.2514,#N/A N/A,1963.06,#N/A N/A,17.3465,#N/A N/A,#N/A N/A,17848330.19,564066035,5.49,8.65,#N/A N/A,1.7171
9/14/15,92.37,92.9,94.7959,35.671,38.9003,261749.9799,18859351,1.7099,17.6893,42.8501,#N/A N/A,31.335,31.757,#N/A N/A,#N/A N/A,11.1062,444861.1323,41687940,#N/A N/A,22.1752,34.1795,#N/A N/A,26.163,26.119,846.8947,30.6011,19.8811,244317.7798,57318660,1.8046,0.3968,8.4882,#N/A N/A,95.22,99.16,223.1897,97.2175,22.7011,42079.8085,22591084,-1.2928,1.6012,5.4974,#N/A N/A,16.85,16.905,#N/A N/A,1268.479,24.1278,33025.2909,44001990,-5.9202,-19.2913,-8.2514,#N/A N/A,1955.1,#N/A N/A,17.5691,#N/A N/A,#N/A N/A,18074923.5,558803056,5.42,8.65,#N/A N/A,1.7392
9/15/15,92.9,93.45,95.3571,35.671,38.9003,263299.63,16321193,1.6999,17.6893,42.8501,#N/A N/A,31.774,31.799,#N/A N/A,#N/A N/A,11.1062,445313.8409,25729080,#N/A N/A,22.1752,34.1795,#N/A N/A,26.099,26.37,846.8947,30.6011,19.8811,246665.6851,45055800,1.7874,0.3968,8.4882,#N/A N/A,99.7,104.08,234.2637,97.2175,22.7011,44167.6731,28058216,-1.2317,1.6012,5.4974,#N/A N/A,16.869,17.483,#N/A N/A,1268.479,24.1278,34155.7856,66256215,-5.7242,-19.2913,-8.2514,#N/A N/A,1978.02,#N/A N/A,17.7223,#N/A N/A,#N/A N/A,18233112.34,606996220,5.37,8.65,#N/A N/A,1.7548
9/16/15,93.37,94.34,96.2653,35.671,38.9003,265807.2455,27841803,1.6838,17.6893,42.8501,#N/A N/A,31.89,32.145,#N/A N/A,#N/A N/A,11.1062,449814.62,45493800,#N/A N/A,22.1752,34.1795,#N/A N/A,26.349,26.944,846.8947,30.6011,19.8811,252034.9982,83389680,1.7493,0.3968,8.4882,#N/A N/A,103.67,104.21,234.5563,97.2175,22.7011,44222.8403,25817651,-1.2302,1.6012,5.4974,#N/A N/A,17.597,17.471,#N/A N/A,1268.479,24.1278,34132.3421,53787180,-5.7281,-19.2913,-8.2514,#N/A N/A,1995.33,#N/A N/A,17.6768,#N/A N/A,#N/A N/A,18187279.31,717577848,5.39,8.65,#N/A N/A,1.7503
9/17/15,93.2,94.4,96.3265,35.671,38.9003,265976.2982,62299984,1.6828,17.6893,42.8501,#N/A N/A,31.839,31.463,#N/A N/A,#N/A N/A,11.1062,441372.7284,102667720,#N/A N/A,22.1752,34.1795,#N/A N/A,26.731,27.013,846.8947,30.6011,19.8811,252685.1154,123201500,1.7448,0.3968,8.4882,#N/A N/A,102,102.62,230.9775,97.2175,22.7011,43548.1036,21715034,-1.2492,1.6012,5.4974,#N/A N/A,17.197,17.375,#N/A N/A,1268.479,24.1278,33943.4922,56445960,-5.76,-19.2913,-8.2514,#N/A N/A,1989.66,#N/A N/A,17.3912,#N/A N/A,#N/A N/A,17893229.5,1874791104,5.48,8.65,#N/A N/A,1.722
9/18/15,94.62,95.55,97.5,35.671,38.9003,269216.4756,28789973,1.6625,17.6893,42.8501,#N/A N/A,31.72,31.772,#N/A N/A,#N/A N/A,11.1062,445575.1445,35770120,#N/A N/A,22.1752,34.1795,#N/A N/A,27.217,27.42,846.8947,30.6011,19.8811,256487.5994,65666260,1.7189,0.3968,8.4882,#N/A N/A,103.3,100.3,225.7556,97.2175,22.7011,42563.582,17900624,-1.2781,1.6012,5.4974,#N/A N/A,17.599,17.613,#N/A N/A,1268.479,24.1278,34409.7561,91802325,-5.682,-19.2913,-8.2514,#N/A N/A,1960.84,#N/A N/A,17.523,#N/A N/A,#N/A N/A,18020481.45,585108374,5.44,8.64,#N/A N/A,1.7342
9/21/15,93.77,92.96,94.8571,35.671,38.9003,261919.0327,36888893,1.7088,17.6893,42.8501,#N/A N/A,31.35,31.135,#N/A N/A,#N/A N/A,11.1062,436509.3516,51257380,#N/A N/A,22.1752,34.1795,#N/A N/A,26.986,26.92,846.8947,30.6011,19.8811,251815.1744,76834960,1.7508,0.3968,8.4882,#N/A N/A,98.29,98.47,221.6367,97.2175,22.7011,41786.9982,16717919,-1.3019,1.6012,5.4974,#N/A N/A,17.269,17.396,#N/A N/A,1268.479,24.1278,33985.1695,54965295,-5.7529,-19.2913,-8.2514,#N/A N/A,1961.39,#N/A N/A,17.3072,#N/A N/A,#N/A N/A,17798060.9,704628593,5.5,8.64,#N/A N/A,1.7132
9/22/15,93.4,93.97,95.8878,35.671,38.9003,264764.7537,21701427,1.6905,17.6893,42.8501,#N/A N/A,31.103,31.118,#N/A N/A,#N/A N/A,11.1062,436415.7384,29418980,#N/A N/A,22.1752,34.1795,#N/A N/A,26.915,26.804,846.8947,30.6011,19.8811,250725.4096,44751420,1.7584,0.3968,8.4882,#N/A N/A,98.6,98.07,220.7363,97.2175,22.7011,41617.2531,10264540,-1.3072,1.6012,5.4974,#N/A N/A,17.463,17.404,#N/A N/A,1268.479,24.1278,34000.7984,39011670,-5.7503,-19.2913,-8.2514,#N/A N/A,1943.24,#N/A N/A,17.2716,#N/A N/A,#N/A N/A,17761016.7,514180077,5.52,8.64,#N/A N/A,1.7103
9/23/15,93.06,94.41,96.3367,35.671,38.9003,266004.4737,29105964,1.6826,17.6893,42.8501,#N/A N/A,30.832,31.29,#N/A N/A,#N/A N/A,11.1062,438199.3213,44801960,#N/A N/A,22.1752,34.1795,#N/A N/A,26.527,26.688,846.8947,30.6011,19.8811,249640.322,70019280,1.7661,0.3968,8.4882,#N/A N/A,97.11,103.76,233.5434,97.2175,22.7011,44031.8771,21274471,-1.2355,1.6012,5.4974,#N/A N/A,17.302,17.541,#N/A N/A,1268.479,24.1278,34269.0955,51722865,-5.7053,-19.2913,-8.2514,#N/A N/A,1934.81,#N/A N/A,17.2135,#N/A N/A,#N/A N/A,17700060.54,725975770,5.53,8.64,#N/A N/A,1.7045
9/24/15,95.79,92.77,94.6633,35.671,38.9003,261383.699,28961622,1.7123,17.6893,42.8501,#N/A N/A,31.489,30.599,#N/A N/A,#N/A N/A,11.1062,428424.725,43480180,#N/A N/A,22.1752,34.1795,#N/A N/A,27.129,26.213,846.8947,30.6011,19.8811,245197.075,80619960,1.7981,0.3968,8.4882,#N/A N/A,105.3,102.24,230.1222,97.2175,22.7011,43386.8457,19066632,-1.2539,1.6012,5.4974,#N/A N/A,17.774,17.127,#N/A N/A,1268.479,24.1278,33460.2969,56600880,-5.8432,-19.2913,-8.2514,#N/A N/A,1935.93,#N/A N/A,17.2008,#N/A N/A,#N/A N/A,17691026.9,700778852,5.54,8.65,#N/A N/A,1.7036
9/25/15,92.08,89.21,91.0306,35.671,38.9003,251353.2369,41199870,1.7807,17.6893,42.8501,#N/A N/A,30.517,29.745,#N/A N/A,#N/A N/A,11.1062,417088.364,62553340,#N/A N/A,22.1752,34.1795,#N/A N/A,26.001,25.203,846.8947,30.6011,19.8811,235754.006,108690640,1.8701,0.3968,8.4882,#N/A N/A,101.57,99.47,223.8875,97.2175,22.7011,42211.3609,17026639,-1.2888,1.6012,5.4974,#N/A N/A,17.157,16.562,#N/A N/A,1268.479,24.1278,32355.8506,73515855,-6.0426,-19.2913,-8.2514,#N/A N/A,1929.18,#N/A N/A,16.73,#N/A N/A,#N/A N/A,17236543.74,811109354,5.72,8.64,#N/A N/A,1.6604
9/28/15,89.1,86.67,88.4388,35.671,38.9003,244196.6713,42281838,1.8329,17.6893,42.8501,#N/A N/A,29.864,29.749,#N/A N/A,#N/A N/A,11.1062,416600.1231,46205680,#N/A N/A,22.1752,34.1795,#N/A N/A,25.3,24.804,846.8947,30.6011,19.8811,232017.0014,89150640,1.9002,0.3968,8.4882,#N/A N/A,99.63,98.35,221.3666,97.2175,22.7011,41736.0747,17405941,-1.3035,1.6012,5.4974,#N/A N/A,16.697,16.443,#N/A N/A,1268.479,24.1278,32124.021,55547310,-6.0863,-19.2913,-8.2514,#N/A N/A,1881.9,#N/A N/A,16.7503,#N/A N/A,#N/A N/A,17254945.34,768309102,5.72,8.64,#N/A N/A,1.6627
9/29/15,88.44,89.9,90.8081,35.9339,40.5245,253297.3433,36169146,1.997,19.7956,43.2126,#N/A N/A,30.164,30.421,#N/A N/A,#N/A N/A,13.0243,426549.9459,48268820,#N/A N/A,21.3066,31.8929,#N/A N/A,25.272,25.595,746.1388,30.8248,23.2227,239416.1769,80093620,2.2685,0.3115,7.9068,#N/A N/A,99.91,103.26,273.7954,118.0442,23.3373,43819.6957,17027579,-1.6345,1.6931,5.1594,#N/A N/A,16.8,16.56,#N/A N/A,1268.479,9.9771,32351.9433,73943730,-6.8964,-24.5368,-7.8242,#N/A N/A,1887.14,#N/A N/A,17.3868,#N/A N/A,#N/A N/A,17585607.58,862550116,6.01,8.45,#N/A N/A,1.6875
9/30/15,90.05,90.95,91.8687,35.9339,40.5245,256255.7662,29283652,1.9739,19.7956,43.2126,#N/A N/A,30.419,30.565,#N/A N/A,#N/A N/A,13.0243,428757.3992,37352020,#N/A N/A,21.3066,31.8929,#N/A N/A,25.55,26.036,759.0095,30.8248,23.2227,243546.058,75369660,2.23,0.3115,7.9068,#N/A N/A,102.91,105.98,281.0076,118.0442,23.3373,44973.9623,17426948,-1.5926,1.6931,5.1594,#N/A N/A,16.501,15.992,#N/A N/A,1268.479,9.9771,31242.2873,68594460,-7.1413,-24.5368,-7.8242,#N/A N/A,1919.65,#N/A N/A,17.4212,#N/A N/A,#N/A N/A,17621140.67,687303614,6,8.45,#N/A N/A,1.6857
10/1/15,88.9,92.07,93,35.9339,40.5245,259411.4172,37881652,1.9499,19.7956,43.2126,#N/A N/A,30.36,31.345,#N/A N/A,#N/A N/A,13.0243,439266.5393,53696100,#N/A N/A,21.3066,31.8929,#N/A N/A,25.65,26.627,776.2385,30.8248,23.2227,249074.3926,91955900,2.1805,0.3115,7.9068,#N/A N/A,103.01,106.11,281.3523,118.0442,23.3373,45029.1295,21526717,-1.5906,1.6931,5.1594,#N/A N/A,15.707,16.505,#N/A N/A,1268.479,9.9771,32243.843,66359730,-6.9195,-24.5368,-7.8242,#N/A N/A,1921.77,#N/A N/A,17.6819,#N/A N/A,#N/A N/A,17875425.97,785596198,5.91,8.45,#N/A N/A,1.7102
10/2/15,92.94,94.01,94.9596,35.9339,40.5245,264877.4555,27292517,1.9097,19.7956,43.2126,#N/A N/A,31.6,32.074,#N/A N/A,#N/A N/A,13.0243,450697.1314,36072860,#N/A N/A,21.3066,31.8929,#N/A N/A,26.85,27.184,792.4764,30.8248,23.2227,254284.6843,67827180,2.1358,0.3115,7.9068,#N/A N/A,107.48,111.25,294.981,118.0442,23.3373,47393.0364,21157937,-1.5172,1.6931,5.1594,#N/A N/A,16.589,16.41,#N/A N/A,1268.479,9.9771,32058.9004,55347975,-6.9594,-24.5368,-7.8242,#N/A N/A,1954.33,#N/A N/A,17.995,#N/A N/A,#N/A N/A,18204082.52,733824260,5.8,8.45,#N/A N/A,1.7412
10/5/15,94.08,92.8,93.7374,35.9339,40.5245,261468.2254,22488275,1.9346,19.7956,43.2126,#N/A N/A,31.942,32.272,#N/A N/A,#N/A N/A,13.0243,452157.1432,44736940,#N/A N/A,21.3066,31.8929,#N/A N/A,27.275,26.874,783.4392,30.8248,23.2227,251384.881,90950380,2.1605,0.3115,7.9068,#N/A N/A,110.33,108.33,287.2386,118.0442,23.3373,46149.1023,20836303,-1.558,1.6931,5.1594,#N/A N/A,16,16.097,#N/A N/A,1268.479,9.9771,31448.0686,78538455,-7.0946,-24.5368,-7.8242,#N/A N/A,1986.63,#N/A N/A,17.9296,#N/A N/A,#N/A N/A,18136334.81,687947621,5.82,8.45,#N/A N/A,1.7349
10/6/15,93.11,92.4,93.3333,35.9339,40.5245,260341.2072,24129277,1.943,19.7956,43.2126,#N/A N/A,32.462,32.118,#N/A N/A,#N/A N/A,13.0243,450495.1699,41854280,#N/A N/A,21.3066,31.8929,#N/A N/A,27.089,27.097,789.9401,30.8248,23.2227,253470.8685,76241740,2.1427,0.3115,7.9068,#N/A N/A,108.84,108.1,286.6288,118.0442,23.3373,46051.1212,12329535,-1.5614,1.6931,5.1594,#N/A N/A,15.775,15.464,#N/A N/A,1268.479,9.9771,30210.7761,102209385,-7.3851,-24.5368,-7.8242,#N/A N/A,1982.34,#N/A N/A,18.0728,#N/A N/A,#N/A N/A,18281241.8,743747842,5.78,8.45,#N/A N/A,1.7491
10/7/15,91.89,92.47,93.404,35.9339,40.5245,260538.4354,27290523,1.9415,19.7956,43.2126,#N/A N/A,32.068,31.958,#N/A N/A,#N/A N/A,13.0243,448357.9274,43641620,#N/A N/A,21.3066,31.8929,#N/A N/A,26.836,26.658,777.1423,30.8248,23.2227,249364.3729,93528800,2.178,0.3115,7.9068,#N/A N/A,107.94,114.93,304.7386,118.0442,23.3373,48960.7342,42831944,-1.4686,1.6931,5.1594,#N/A N/A,15.339,15.115,#N/A N/A,1268.479,9.9771,29528.3116,91998240,-7.5558,-24.5368,-7.8242,#N/A N/A,1994.01,#N/A N/A,18.2403,#N/A N/A,#N/A N/A,18453440.69,614973755,5.72,8.45,#N/A N/A,1.7665
10/8/15,92.9,93.24,94.1818,35.9339,40.5245,262707.9454,20012911,1.9255,19.7956,43.2126,#N/A N/A,32,32.181,#N/A N/A,#N/A N/A,13.0243,451351.6076,32974720,#N/A N/A,21.3066,31.8929,#N/A N/A,26.724,26.99,786.8208,30.8248,23.2227,252469.9687,70747280,2.1512,0.3115,7.9068,#N/A N/A,114.11,113.33,300.4962,118.0442,23.3373,48279.1265,22455205,-1.4893,1.6931,5.1594,#N/A N/A,14.729,14.713,#N/A N/A,1268.479,9.9771,28742.9564,92375550,-7.7623,-24.5368,-7.8242,#N/A N/A,2013.73,#N/A N/A,18.2535,#N/A N/A,#N/A N/A,18467750.65,631965665,5.72,8.45,#N/A N/A,1.7681
